timestamp,temperature_c,vibration_mms,pressure_bar,rpm,oil_level,machine_id,failure
2023-01-02 19:00:00,73.49,0.419,101.0,2873,0.971,M01,0
2023-01-02 20:00:00,67.61,0.583,93.37,3029,0.827,M02,0
2023-01-02 21:00:00,71.4,0.607,100.96,2999,0.961,M03,0
2023-01-02 22:00:00,72.7,0.293,103.61,2925,0.961,M01,0
2023-01-02 23:00:00,80.29,0.498,101.68,3030,0.978,M02,0
2023-01-03 00:00:00,76.72,0.612,103.66,3156,0.958,M01,0
2023-01-03 01:00:00,66.18,0.481,103.47,3059,0.601,M04,0
2023-01-03 02:00:00,76.62,0.573,85.82,2982,0.974,M03,0
2023-01-03 03:00:00,73.07,0.535,105.09,3139,0.655,M04,0
2023-01-03 04:00:00,71.62,0.534,94.63,2856,0.616,M03,0
2023-01-03 05:00:00,78.06,0.473,91.23,2966,0.622,M02,0
2023-01-03 06:00:00,80.15,0.378,91.16,2970,0.74,M03,0
2023-01-03 07:00:00,79.66,0.388,103.47,2814,0.848,M03,0
2023-01-03 08:00:00,70.8,0.571,98.22,2937,0.761,M02,0
2023-01-03 09:00:00,73.45,0.502,86.54,2689,0.61,M03,0
2023-01-03 10:00:00,76.66,0.486,103.82,3287,0.791,M01,0
2023-01-03 11:00:00,79.88,0.458,88.48,2859,0.777,M05,0
2023-01-03 12:00:00,72.6,0.469,101.12,3238,0.903,M02,0
2023-01-03 13:00:00,74.07,0.605,101.91,3006,0.712,M05,0
2023-01-03 14:00:00,69.47,0.466,107.08,3085,0.687,M02,0
2023-01-03 15:00:00,69.02,0.366,114.25,2927,0.702,M02,0
2023-01-03 16:00:00,79.06,0.574,89.08,3031,0.721,M04,0
2023-01-03 17:00:00,81.78,0.48,99.58,3098,0.84,M04,0
2023-01-03 18:00:00,74.64,0.503,97.79,3100,0.789,M03,0
2023-01-03 19:00:00,80.02,0.661,103.47,3116,0.735,M05,0
2023-01-03 20:00:00,76.81,0.498,101.73,2945,0.75,M02,0
2023-01-03 21:00:00,71.77,0.529,97.18,2928,0.748,M03,0
2023-01-03 22:00:00,76.81,0.382,96.47,2761,0.989,M01,0
2023-01-03 23:00:00,82.69,0.478,91.07,3078,0.693,M02,0
2023-01-04 00:00:00,74.82,0.561,107.9,3162,0.927,M01,0
2023-01-04 01:00:00,82.82,0.344,103.67,3242,0.883,M03,0
2023-01-04 02:00:00,61.9,0.52,107.34,3046,0.602,M04,0
2023-01-04 03:00:00,79.11,0.51,97.52,2885,0.997,M03,0
2023-01-04 04:00:00,75.44,0.504,94.75,2745,0.903,M01,0
2023-01-04 05:00:00,73.5,0.604,91.37,3156,0.873,M02,0
2023-01-04 06:00:00,75.46,0.533,102.87,2731,0.762,M05,0
2023-01-04 07:00:00,65.06,0.648,91.68,2949,0.822,M03,0
2023-01-04 08:00:00,73.9,0.401,114.79,2966,0.701,M02,0
2023-01-04 09:00:00,76.79,0.514,89.54,2990,0.614,M04,0
2023-01-04 10:00:00,82.39,0.508,102.19,3005,0.934,M04,0
2023-01-04 11:00:00,72.41,0.393,112.53,3021,0.959,M04,0
2023-01-04 12:00:00,70.96,0.596,104.79,2638,0.665,M02,0
2023-01-04 13:00:00,72.49,0.732,101.41,3002,0.915,M03,0
2023-01-04 14:00:00,79.58,0.498,92.25,2666,0.896,M02,0
2023-01-04 15:00:00,76.64,0.551,88.95,3110,0.671,M02,0
2023-01-04 16:00:00,72.35,0.508,106.16,2917,0.769,M05,0
2023-01-04 17:00:00,77.57,0.429,112.05,2676,0.769,M05,0
2023-01-04 18:00:00,75.49,0.318,96.49,2878,0.904,M03,0
2023-01-04 19:00:00,79.84,0.429,90.89,2914,0.935,M05,0
2023-01-04 20:00:00,71.49,0.361,80.33,3179,0.638,M04,0
2023-01-04 21:00:00,73.36,0.67,92.15,3029,0.825,M05,0
2023-01-04 22:00:00,73.04,0.488,99.09,3052,0.905,M04,0
2023-01-04 23:00:00,67.68,0.465,112.79,3177,0.914,M03,0
2023-01-05 00:00:00,76.48,0.589,105.39,2986,0.659,M02,0
2023-01-05 01:00:00,76.31,0.388,102.44,3113,0.81,M02,0
2023-01-05 02:00:00,75.03,0.423,96.8,3103,0.943,M05,0
2023-01-05 03:00:00,73.83,0.507,95.33,2807,0.727,M04,0
2023-01-05 04:00:00,67.92,0.603,111.25,3221,0.77,M01,0
2023-01-05 05:00:00,72.9,0.55,101.61,2787,0.922,M01,0
2023-01-05 06:00:00,73.29,0.525,83.18,3138,0.636,M01,0
2023-01-05 07:00:00,70.99,0.508,94.61,2772,0.944,M02,0
2023-01-05 08:00:00,74.19,0.54,93.13,3090,0.724,M02,0
2023-01-05 09:00:00,77.02,0.52,95.63,3279,0.601,M04,0
2023-01-05 10:00:00,84.43,0.397,104.5,2968,0.694,M05,0
2023-01-05 11:00:00,75.87,0.505,99.14,2962,0.636,M01,0
2023-01-05 12:00:00,76.29,0.393,99.39,3092,0.637,M04,0
2023-01-05 13:00:00,74.63,0.508,110.51,2951,0.877,M04,0
2023-01-05 14:00:00,65.41,0.452,94.43,3273,0.686,M05,0
2023-01-05 15:00:00,74.87,0.754,114.91,3029,0.974,M04,0
2023-01-05 16:00:00,75.3,0.496,94.63,2952,0.807,M05,0
2023-01-05 17:00:00,87.32,0.36,100.71,2919,0.784,M03,0
2023-01-05 18:00:00,74.04,0.487,97.75,2860,0.774,M05,0
2023-01-05 19:00:00,76.51,0.552,100.99,2906,0.877,M01,0
2023-01-05 20:00:00,74.83,0.667,103.56,2947,0.781,M01,0
2023-01-05 21:00:00,69.16,0.441,103.47,2927,0.651,M05,0
2023-01-05 22:00:00,80.71,0.342,93.98,2901,0.952,M03,0
2023-01-05 23:00:00,78.76,0.582,91.02,3315,0.771,M03,0
2023-01-06 00:00:00,78.96,0.362,120.03,2845,0.63,M01,0
2023-01-06 01:00:00,70.45,0.456,96.13,3022,0.812,M03,0
2023-01-06 02:00:00,82.01,0.474,105.59,3089,0.859,M04,0
2023-01-06 03:00:00,67.99,0.493,87.14,3095,0.71,M02,0
2023-01-06 04:00:00,77.93,0.569,97.76,2991,0.92,M04,0
2023-01-06 05:00:00,85.95,0.432,98.98,2964,0.868,M01,0
2023-01-06 06:00:00,70.05,0.473,103.78,3068,0.86,M03,0
2023-01-06 07:00:00,72.17,0.499,78.22,3040,0.768,M05,0
2023-01-06 08:00:00,75.5,0.515,101.33,2961,0.985,M02,0
2023-01-06 09:00:00,72.48,0.51,90.8,2766,0.71,M05,0
2023-01-06 10:00:00,67.25,0.544,102.59,2930,0.831,M01,0
2023-01-06 11:00:00,75.34,0.584,91.71,2828,0.724,M03,0
2023-01-06 12:00:00,69.69,0.539,93.16,2900,0.898,M05,0
2023-01-06 13:00:00,77.37,0.545,97.81,3005,0.619,M05,0
2023-01-06 14:00:00,70.4,0.342,91.58,3054,0.618,M02,0
2023-01-06 15:00:00,82.75,0.505,96.2,3267,0.924,M02,0
2023-01-06 16:00:00,71.08,0.548,90.45,2919,0.774,M03,0
2023-01-06 17:00:00,73.39,0.573,85.33,3116,0.736,M02,0
2023-01-06 18:00:00,79.07,0.431,108.14,3046,0.843,M05,0
2023-01-06 19:00:00,68.85,0.434,89.63,3194,0.881,M05,0
2023-01-06 20:00:00,76.14,0.443,98.57,3086,0.68,M01,0
2023-01-06 21:00:00,81.54,0.554,106.02,2849,0.674,M05,0
2023-01-06 22:00:00,66.96,0.603,95.08,2742,0.983,M03,0
2023-01-06 23:00:00,75.92,0.459,93.4,3047,0.836,M04,0
2023-01-07 00:00:00,76.3,0.591,101.81,2921,0.756,M01,0
2023-01-07 01:00:00,78.91,0.512,108.94,2853,0.921,M01,0
2023-01-07 02:00:00,68.82,0.488,90.65,2810,0.81,M03,0
2023-01-07 03:00:00,68.4,0.479,98.8,3024,0.697,M03,0
2023-01-07 04:00:00,77.61,0.575,86.14,3226,0.683,M02,0
2023-01-07 05:00:00,76.48,0.533,96.85,2939,0.759,M01,0
2023-01-07 06:00:00,76.25,0.728,100.27,3089,0.944,M02,0
2023-01-07 07:00:00,76.73,0.415,93.16,2985,0.625,M05,0
2023-01-07 08:00:00,71.6,0.552,96.34,2807,0.687,M01,0
2023-01-07 09:00:00,76.16,0.447,88.73,3110,0.957,M01,0
2023-01-07 10:00:00,76.47,0.413,100.62,2836,0.649,M04,0
2023-01-07 11:00:00,71.43,0.499,108.45,3003,0.852,M01,0
2023-01-07 12:00:00,84.33,0.514,91.22,2949,0.685,M05,0
2023-01-07 13:00:00,77.37,0.792,95.02,3134,0.842,M02,0
2023-01-07 14:00:00,69.04,0.482,104.02,2841,0.753,M02,0
2023-01-07 15:00:00,78.28,0.387,109.7,3059,0.641,M04,0
2023-01-07 16:00:00,70.13,0.527,88.05,2874,0.833,M05,0
2023-01-07 17:00:00,78.94,0.293,98.65,2923,0.873,M02,0
2023-01-07 18:00:00,80.79,0.491,102.27,2455,0.872,M03,0
2023-01-07 19:00:00,70.9,0.502,99.18,3314,0.855,M05,0
2023-01-07 20:00:00,79.82,0.579,80.19,3083,0.8,M05,0
2023-01-07 21:00:00,77.06,0.597,104.01,2885,0.808,M04,0
2023-01-07 22:00:00,79.11,0.45,112.15,2831,0.854,M02,0
2023-01-07 23:00:00,84.48,0.485,100.93,2926,0.876,M05,0
2023-01-08 00:00:00,73.77,0.423,91.75,3108,0.862,M02,0
2023-01-08 01:00:00,71.23,0.387,95.89,2716,0.835,M03,0
2023-01-08 02:00:00,70.55,0.531,114.16,2979,0.662,M04,0
2023-01-08 03:00:00,70.92,0.373,107.28,3266,0.684,M03,0
2023-01-08 04:00:00,74.61,0.459,105.12,2830,0.704,M04,0
2023-01-08 05:00:00,76.71,0.4,102.85,3012,0.968,M05,0
2023-01-08 06:00:00,76.38,0.555,94.71,3330,0.904,M04,0
2023-01-08 07:00:00,79.14,0.68,98.4,3095,0.821,M01,0
2023-01-08 08:00:00,75.07,0.37,99.38,3019,0.701,M02,0
2023-01-08 09:00:00,82.27,0.315,104.4,3076,0.644,M02,0
2023-01-08 10:00:00,73.68,0.488,112.07,2940,0.96,M01,0
2023-01-08 11:00:00,88.6,0.502,108.95,3195,0.957,M03,0
2023-01-08 12:00:00,78.13,0.522,88.64,2940,0.644,M01,0
2023-01-08 13:00:00,70.71,0.455,101.79,2706,0.919,M05,0
2023-01-08 14:00:00,69.65,0.48,105.89,2941,0.779,M05,0
2023-01-08 15:00:00,77.41,0.537,104.95,2855,0.73,M02,0
2023-01-08 16:00:00,73.88,0.604,94.97,2958,0.896,M05,0
2023-01-08 17:00:00,78.57,0.304,123.31,2961,0.846,M02,0
2023-01-08 18:00:00,77.37,0.463,89.78,3180,0.912,M01,0
2023-01-08 19:00:00,74.64,0.521,91.33,3104,0.63,M01,0
2023-01-08 20:00:00,70.77,0.408,101.87,3039,0.727,M01,0
2023-01-08 21:00:00,67.43,0.673,116.93,3000,0.728,M02,0
2023-01-08 22:00:00,72.77,0.436,93.31,2841,0.732,M01,0
2023-01-08 23:00:00,79.28,0.496,97.87,2673,0.801,M01,0
2023-01-09 00:00:00,76.07,0.556,108.62,3017,0.713,M03,0
2023-01-09 01:00:00,68.77,0.441,99.86,3119,0.778,M01,0
2023-01-09 02:00:00,75.87,0.315,97.32,2984,0.747,M05,0
2023-01-09 03:00:00,76.93,0.457,104.53,2920,0.894,M02,0
2023-01-09 04:00:00,70.58,0.603,102.18,3070,0.841,M03,0
2023-01-09 05:00:00,75.77,0.466,108.24,2988,0.861,M04,0
2023-01-09 06:00:00,75.29,0.415,110.33,3253,0.684,M02,0
2023-01-09 07:00:00,69.29,0.593,102.46,3185,0.73,M05,0
2023-01-09 08:00:00,76.79,0.467,102.33,3144,0.608,M02,0
2023-01-09 09:00:00,77.8,0.449,101.71,3114,0.643,M05,0
2023-01-09 10:00:00,80.42,0.515,103.91,2806,0.706,M05,0
2023-01-09 11:00:00,80.27,0.577,100.44,3099,0.626,M04,0
2023-01-09 12:00:00,68.11,0.738,100.0,3056,0.841,M02,0
2023-01-09 13:00:00,70.31,0.583,109.57,3091,0.999,M04,0
2023-01-09 14:00:00,77.58,0.616,112.13,3074,0.64,M04,0
2023-01-09 15:00:00,77.57,0.449,87.94,3068,0.928,M02,0
2023-01-09 16:00:00,77.58,0.397,100.08,3405,0.648,M01,0
2023-01-09 17:00:00,94.26,0.506,94.49,2989,0.868,M01,0
2023-01-09 18:00:00,77.85,0.511,97.51,3140,0.857,M04,0
2023-01-09 19:00:00,80.68,0.392,103.22,2929,0.961,M03,0
2023-01-09 20:00:00,79.77,0.482,105.36,3119,0.646,M04,0
2023-01-09 21:00:00,78.26,0.54,99.1,3141,0.726,M04,0
2023-01-09 22:00:00,73.42,0.536,84.69,3055,0.636,M04,0
2023-01-09 23:00:00,78.79,0.55,92.28,3250,0.763,M01,0
2023-01-10 00:00:00,71.14,0.529,107.17,2867,0.965,M01,0
2023-01-10 01:00:00,73.82,0.449,78.08,2927,0.913,M01,0
2023-01-10 02:00:00,72.57,0.449,109.5,3032,0.889,M04,0
2023-01-10 03:00:00,75.41,0.38,104.17,3132,0.813,M03,0
2023-01-10 04:00:00,86.57,0.678,110.53,3027,0.953,M01,0
2023-01-10 05:00:00,65.66,0.501,98.41,3193,0.78,M02,0
2023-01-10 06:00:00,78.43,0.478,83.51,2901,0.66,M02,0
2023-01-10 07:00:00,66.94,0.407,103.44,2829,0.935,M02,0
2023-01-10 08:00:00,72.64,0.794,110.2,3046,0.712,M05,0
2023-01-10 09:00:00,80.44,0.393,107.4,2988,0.621,M04,0
2023-01-10 10:00:00,75.32,0.457,94.7,3081,0.65,M02,0
2023-01-10 11:00:00,69.61,0.542,100.69,2996,0.844,M04,0
2023-01-10 12:00:00,71.42,0.56,95.74,2949,0.843,M02,0
2023-01-10 13:00:00,78.4,0.596,93.45,2989,0.704,M03,0
2023-01-10 14:00:00,71.35,0.681,107.64,3004,0.891,M04,0
2023-01-10 15:00:00,76.08,0.551,90.42,2954,0.909,M02,0
2023-01-10 16:00:00,75.23,0.394,92.85,2970,0.968,M01,0
2023-01-10 17:00:00,71.74,0.474,91.17,2939,0.834,M04,0
2023-01-10 18:00:00,85.72,0.531,88.08,3128,0.912,M05,0
2023-01-10 19:00:00,78.17,0.707,101.17,3029,0.901,M01,0
2023-01-10 20:00:00,64.87,0.36,109.29,3339,0.703,M01,0
2023-01-10 21:00:00,75.93,0.62,98.52,3024,0.724,M05,0
2023-01-10 22:00:00,71.69,0.518,87.95,2917,0.791,M01,0
2023-01-10 23:00:00,79.26,0.584,106.72,3401,0.608,M01,0
2023-01-11 00:00:00,71.04,0.49,113.49,3062,0.719,M02,0
2023-01-11 01:00:00,74.43,0.416,94.83,3149,0.79,M02,0
2023-01-11 02:00:00,77.52,0.575,96.17,3089,0.643,M04,0
2023-01-11 03:00:00,79.33,0.565,104.13,3093,0.651,M04,0
2023-01-11 04:00:00,69.0,0.597,112.97,3080,0.785,M04,0
2023-01-11 05:00:00,73.33,0.499,95.84,2835,0.892,M02,0
2023-01-11 06:00:00,72.63,0.44,89.34,3055,0.933,M04,0
2023-01-11 07:00:00,71.73,0.344,105.05,2801,0.819,M01,0
2023-01-11 08:00:00,83.83,0.582,106.39,2974,0.79,M02,0
2023-01-11 09:00:00,77.02,0.542,100.05,2891,0.754,M04,0
2023-01-11 10:00:00,68.7,0.403,95.53,3054,0.677,M01,0
2023-01-11 11:00:00,79.59,0.446,107.96,3050,0.659,M04,0
2023-01-11 12:00:00,85.61,0.453,104.22,3072,0.917,M03,0
2023-01-11 13:00:00,80.16,0.352,93.85,3043,0.786,M04,0
2023-01-11 14:00:00,67.4,0.418,100.39,2909,0.916,M03,0
2023-01-11 15:00:00,72.58,0.387,89.19,2961,0.882,M04,0
2023-01-11 16:00:00,81.33,0.459,105.49,3138,0.678,M05,0
2023-01-11 17:00:00,71.46,0.426,97.9,3160,0.804,M04,0
2023-01-11 18:00:00,77.22,0.337,96.51,2828,0.778,M02,0
2023-01-11 19:00:00,78.87,0.702,99.74,2770,0.77,M02,0
2023-01-11 20:00:00,70.37,0.625,100.32,2891,0.817,M03,0
2023-01-11 21:00:00,74.7,0.422,107.16,3157,0.993,M02,0
2023-01-11 22:00:00,58.79,0.527,104.73,3182,0.925,M01,0
2023-01-11 23:00:00,69.88,0.542,98.75,2861,0.961,M05,0
2023-01-12 00:00:00,73.74,0.619,106.11,3046,0.612,M05,0
2023-01-12 01:00:00,68.76,0.418,103.21,3275,0.656,M01,0
2023-01-12 02:00:00,83.16,0.609,96.59,3062,0.634,M03,0
2023-01-12 03:00:00,67.85,0.445,99.0,3213,0.705,M01,0
2023-01-12 04:00:00,72.8,0.366,98.81,3150,0.777,M01,0
2023-01-12 05:00:00,75.65,0.572,104.04,2863,0.857,M05,0
2023-01-12 06:00:00,82.21,0.629,97.06,2972,0.8,M04,0
2023-01-12 07:00:00,67.82,0.759,96.88,3005,0.961,M05,0
2023-01-12 08:00:00,80.82,0.38,115.75,3016,0.976,M05,0
2023-01-12 09:00:00,75.05,0.57,107.52,3137,0.665,M02,0
2023-01-12 10:00:00,70.09,0.459,93.92,3061,0.941,M01,0
2023-01-12 11:00:00,77.31,0.578,104.57,2560,0.793,M05,0
2023-01-12 12:00:00,76.0,0.353,100.95,2803,0.781,M01,0
2023-01-12 13:00:00,72.0,0.374,103.13,2672,0.914,M02,0
2023-01-12 14:00:00,75.35,0.422,101.1,3026,0.637,M01,0
2023-01-12 15:00:00,73.07,0.508,109.52,3036,0.953,M05,0
2023-01-12 16:00:00,75.57,0.436,102.76,3042,0.868,M01,0
2023-01-12 17:00:00,78.31,0.566,99.5,2856,0.95,M02,0
2023-01-12 18:00:00,82.93,0.603,108.34,3101,0.998,M04,0
2023-01-12 19:00:00,68.81,0.56,101.87,3107,0.807,M01,0
2023-01-12 20:00:00,85.67,0.662,100.97,2812,0.637,M05,0
2023-01-12 21:00:00,65.24,0.542,102.51,2780,0.667,M02,0
2023-01-12 22:00:00,74.24,0.378,99.25,3000,0.729,M05,0
2023-01-12 23:00:00,77.94,0.636,100.07,3269,0.641,M05,0
2023-01-13 00:00:00,76.4,0.439,95.31,3255,0.926,M01,0
2023-01-13 01:00:00,71.89,0.591,93.99,3085,0.719,M05,0
2023-01-13 02:00:00,73.96,0.657,92.01,2891,0.99,M01,0
2023-01-13 03:00:00,72.53,0.546,88.86,3133,0.881,M04,0
2023-01-13 04:00:00,72.05,0.35,92.96,2932,0.669,M05,0
2023-01-13 05:00:00,79.25,0.408,98.61,2885,0.79,M05,0
2023-01-13 06:00:00,76.79,0.632,100.82,2678,0.787,M05,0
2023-01-13 07:00:00,71.54,0.483,97.83,3015,0.797,M03,0
2023-01-13 08:00:00,79.5,0.508,81.15,2906,0.814,M03,0
2023-01-13 09:00:00,76.54,0.576,112.6,3014,0.612,M02,0
2023-01-13 10:00:00,79.06,0.57,108.69,2655,0.875,M03,0
2023-01-13 11:00:00,78.15,0.528,103.57,3025,0.795,M02,0
2023-01-13 12:00:00,70.86,0.479,115.26,2635,0.916,M03,0
2023-01-13 13:00:00,72.2,0.469,92.18,3163,0.926,M04,0
2023-01-13 14:00:00,78.74,0.586,115.1,3078,0.692,M02,0
2023-01-13 15:00:00,78.05,0.555,92.28,2958,0.619,M03,0
2023-01-13 16:00:00,74.9,0.474,101.91,3084,0.881,M04,0
2023-01-13 17:00:00,75.59,0.608,89.81,2853,0.991,M03,0
2023-01-13 18:00:00,81.39,0.487,100.12,3011,0.779,M01,0
2023-01-13 19:00:00,72.04,0.415,103.09,3119,0.704,M01,0
2023-01-13 20:00:00,77.74,0.424,98.76,2536,0.663,M04,0
2023-01-13 21:00:00,73.99,0.402,105.71,2933,0.715,M05,0
2023-01-13 22:00:00,73.91,0.473,100.79,2997,0.731,M05,0
2023-01-13 23:00:00,80.49,0.623,95.82,2971,0.77,M01,0
2023-01-14 00:00:00,79.13,0.419,95.47,3219,0.862,M01,0
2023-01-14 01:00:00,79.07,0.519,106.49,2831,0.709,M05,0
2023-01-14 02:00:00,81.53,0.434,94.77,2907,0.62,M02,0
2023-01-14 03:00:00,75.11,0.474,107.32,2713,0.749,M05,0
2023-01-14 04:00:00,78.41,0.349,109.78,3227,0.942,M03,0
2023-01-14 05:00:00,73.45,0.478,86.65,2963,0.799,M02,0
2023-01-14 06:00:00,76.62,0.481,109.06,2934,0.986,M03,0
2023-01-14 07:00:00,74.35,0.554,116.48,2992,0.801,M01,0
2023-01-14 08:00:00,75.48,0.522,102.02,3095,0.71,M02,0
2023-01-14 09:00:00,77.98,0.38,104.79,3052,0.677,M03,0
2023-01-14 10:00:00,70.91,0.608,108.3,3397,0.878,M03,0
2023-01-14 11:00:00,85.46,0.521,97.8,3068,0.815,M02,0
2023-01-14 12:00:00,69.97,0.52,101.46,2930,0.842,M04,0
2023-01-14 13:00:00,68.93,0.499,89.49,2916,0.902,M05,0
2023-01-14 14:00:00,80.79,0.448,101.11,2941,0.89,M03,0
2023-01-14 15:00:00,78.96,0.522,103.98,2775,0.617,M05,0
2023-01-14 16:00:00,78.12,0.548,104.13,3006,0.921,M05,0
2023-01-14 17:00:00,78.14,0.325,108.52,3118,0.813,M01,0
2023-01-14 18:00:00,74.94,0.446,93.8,2908,0.757,M05,0
2023-01-14 19:00:00,70.51,0.475,95.74,2879,0.815,M03,0
2023-01-14 20:00:00,75.38,0.526,115.16,3227,0.845,M01,0
2023-01-14 21:00:00,71.61,0.619,98.8,2786,0.66,M02,0
2023-01-14 22:00:00,79.88,0.423,101.6,2690,0.767,M03,0
2023-01-14 23:00:00,74.26,0.45,99.46,2827,0.734,M01,0
2023-01-15 00:00:00,70.87,0.449,93.43,2769,0.74,M01,0
2023-01-15 01:00:00,73.39,0.42,112.99,3058,0.637,M05,0
2023-01-15 02:00:00,77.06,0.465,95.78,2946,0.664,M02,0
2023-01-15 03:00:00,72.18,0.577,90.98,2967,0.665,M03,0
2023-01-15 04:00:00,70.89,0.395,96.39,3173,0.749,M03,0
2023-01-15 05:00:00,76.22,0.543,83.99,2896,0.958,M05,0
2023-01-15 06:00:00,76.22,0.33,94.79,3116,0.682,M02,0
2023-01-15 07:00:00,72.47,0.444,92.25,3227,0.766,M03,0
2023-01-15 08:00:00,72.64,0.467,104.94,2932,0.725,M02,0
2023-01-15 09:00:00,76.16,0.667,94.61,3111,0.915,M03,0
2023-01-15 10:00:00,67.76,0.473,107.1,2964,0.62,M05,0
2023-01-15 11:00:00,67.96,0.28,111.19,3139,0.679,M04,0
2023-01-15 12:00:00,71.41,0.3,106.25,2764,0.684,M03,0
2023-01-15 13:00:00,73.93,0.503,98.28,2753,0.997,M01,0
2023-01-15 14:00:00,76.55,0.561,101.13,2941,0.828,M01,0
2023-01-15 15:00:00,82.38,0.538,87.8,2867,0.656,M04,0
2023-01-15 16:00:00,79.29,0.517,98.93,2922,0.709,M03,0
2023-01-15 17:00:00,74.2,0.616,93.12,2967,0.667,M01,0
2023-01-15 18:00:00,74.9,0.446,105.55,3108,0.65,M01,0
2023-01-15 19:00:00,69.99,0.589,120.58,2939,0.919,M03,0
2023-01-15 20:00:00,74.91,0.337,104.0,2876,0.798,M02,0
2023-01-15 21:00:00,73.56,0.41,84.07,2947,0.852,M03,0
2023-01-15 22:00:00,76.61,0.319,97.11,2885,0.733,M02,0
2023-01-15 23:00:00,70.86,0.473,100.98,2860,0.821,M04,0
2023-01-16 00:00:00,77.6,0.495,100.7,2758,0.703,M05,0
2023-01-16 01:00:00,82.66,0.511,94.15,3010,0.723,M04,0
2023-01-16 02:00:00,74.46,0.506,101.96,2915,0.861,M05,0
2023-01-16 03:00:00,77.01,0.407,90.06,3145,0.66,M01,0
2023-01-16 04:00:00,78.45,0.481,92.44,2783,0.847,M01,0
2023-01-16 05:00:00,72.99,0.35,105.17,2919,0.941,M01,0
2023-01-16 06:00:00,76.12,0.636,91.87,3272,0.648,M02,0
2023-01-16 07:00:00,75.06,0.47,104.31,2859,0.959,M05,0
2023-01-16 08:00:00,75.49,0.451,89.04,2965,0.632,M01,0
2023-01-16 09:00:00,71.13,0.659,114.12,2818,0.74,M03,0
2023-01-16 10:00:00,75.12,0.376,93.81,2798,0.844,M05,0
2023-01-16 11:00:00,77.49,0.387,98.21,3232,0.824,M05,0
2023-01-16 12:00:00,82.26,0.39,102.64,3026,0.639,M02,0
2023-01-16 13:00:00,79.8,0.493,95.48,3020,0.92,M04,0
2023-01-16 14:00:00,85.77,0.543,101.15,2746,0.989,M02,0
2023-01-16 15:00:00,71.83,0.587,105.1,3044,0.666,M01,0
